500140.848022382	4661767.896124070
500140.848022382	4661727.896124070
500180.848022382	4661727.896124070
500220.848022382	4661727.896124070
500140.848022382	4661687.896124070
500180.848022382	4661687.896124070
500220.848022382	4661687.896124070
500260.848022382	4661687.896124070
500140.848022382	4661647.896124070
500180.848022382	4661647.896124070
500220.848022382	4661647.896124070
500260.848022382	4661647.896124070
500300.848022382	4661647.896124070
500140.848022382	4661607.896124070
500180.848022382	4661607.896124070
500220.848022382	4661607.896124070
500260.848022382	4661607.896124070
500300.848022382	4661607.896124070
500340.848022382	4661607.896124070
500380.848022382	4661607.896124070
500140.848022382	4661567.896124070
500180.848022382	4661567.896124070
500220.848022382	4661567.896124070
500260.848022382	4661567.896124070
500300.848022382	4661567.896124070
500340.848022382	4661567.896124070
500380.848022382	4661567.896124070
500420.848022382	4661567.896124070
500140.848022382	4661527.896124070
500180.848022382	4661527.896124070
500220.848022382	4661527.896124070
500260.848022382	4661527.896124070
500300.848022382	4661527.896124070
500340.848022382	4661527.896124070
500380.848022382	4661527.896124070
500420.848022382	4661527.896124070
500460.848022382	4661527.896124070
500140.848022382	4661487.896124070
500180.848022382	4661487.896124070
500220.848022382	4661487.896124070
500260.848022382	4661487.896124070
500300.848022382	4661487.896124070
500340.848022382	4661487.896124070
500380.848022382	4661487.896124070
500420.848022382	4661487.896124070
500460.848022382	4661487.896124070
500500.848022382	4661487.896124070
500540.848022382	4661487.896124070
500140.848022382	4661447.896124070
500180.848022382	4661447.896124070
500220.848022382	4661447.896124070
500260.848022382	4661447.896124070
500300.848022382	4661447.896124070
500340.848022382	4661447.896124070
500380.848022382	4661447.896124070
500420.848022382	4661447.896124070
500460.848022382	4661447.896124070
500500.848022382	4661447.896124070
500540.848022382	4661447.896124070
500580.848022382	4661447.896124070
500140.848022382	4661407.896124070
500180.848022382	4661407.896124070
500220.848022382	4661407.896124070
500260.848022382	4661407.896124070
500300.848022382	4661407.896124070
500340.848022382	4661407.896124070
500380.848022382	4661407.896124070
500420.848022382	4661407.896124070
500460.848022382	4661407.896124070
500500.848022382	4661407.896124070
500540.848022382	4661407.896124070
500580.848022382	4661407.896124070
500620.848022382	4661407.896124070
500140.848022382	4661367.896124070
500180.848022382	4661367.896124070
500220.848022382	4661367.896124070
500260.848022382	4661367.896124070
500300.848022382	4661367.896124070
500340.848022382	4661367.896124070
500380.848022382	4661367.896124070
500420.848022382	4661367.896124070
500460.848022382	4661367.896124070
500500.848022382	4661367.896124070
500540.848022382	4661367.896124070
500580.848022382	4661367.896124070
500620.848022382	4661367.896124070
500660.848022382	4661367.896124070
500700.848022382	4661367.896124070
500140.848022382	4661327.896124070
500180.848022382	4661327.896124070
500220.848022382	4661327.896124070
500260.848022382	4661327.896124070
500300.848022382	4661327.896124070
500340.848022382	4661327.896124070
500380.848022382	4661327.896124070
500420.848022382	4661327.896124070
500460.848022382	4661327.896124070
500500.848022382	4661327.896124070
